,2.2.10.ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО  ПОЛУ И ВОЗРАСТУ     на   1   января  2016 г.,,,,,,,,,,,,,,
,(человек),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Новгородская область,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Возраст (лет),Все население,,,Городское население,,,Сельское население,,,,,,,
,,мужчины ,мужчины,женщины,мужчины ,мужчины,женщины,мужчины ,мужчины,женщины,,,,,
,,и женщины,,,и женщины,,,и женщины,,,,,,,
,,,,,,,,,,,,,,,
,0,7312  ,3843  ,3469  ,5690  ,2989  ,2701  ,1622  ,854  ,768  ,,,,,
,1,7394  ,3818  ,3576  ,5252  ,2733  ,2519  ,2142  ,1085  ,1057  ,,,,,
,2,7350  ,3776  ,3574  ,5210  ,2680  ,2530  ,2140  ,1096  ,1044  ,,,,,
,0-2,22056  ,11437  ,10619  ,16152  ,8402  ,7750  ,5904  ,3035  ,2869  ,,,,,
,3,7556  ,3851  ,3705  ,5287  ,2678  ,2609  ,2269  ,1173  ,1096  ,,,,,
,4,7094  ,3688  ,3406  ,5098  ,2642  ,2456  ,1996  ,1046  ,950  ,,,,,
,0-4,36706  ,18976  ,17730  ,26537  ,13722  ,12815  ,10169  ,5254  ,4915  ,,,,,
,5,6899  ,3569  ,3330  ,5024  ,2604  ,2420  ,1875  ,965  ,910  ,,,,,
,3-5,21549  ,11108  ,10441  ,15409  ,7924  ,7485  ,6140  ,3184  ,2956  ,,,,,
,6,6844  ,3591  ,3253  ,5069  ,2684  ,2385  ,1775  ,907  ,868  ,,,,,
,1-6,43137  ,22293  ,20844  ,30940  ,16021  ,14919  ,12197  ,6272  ,5925  ,,,,,
,7,6772  ,3527  ,3245  ,4998  ,2602  ,2396  ,1774  ,925  ,849  ,,,,,
,8,6769  ,3493  ,3276  ,4867  ,2522  ,2345  ,1902  ,971  ,931  ,,,,,
,9,6198  ,3208  ,2990  ,4412  ,2264  ,2148  ,1786  ,944  ,842  ,,,,,
,5-9,33482  ,17388  ,16094  ,24370  ,12676  ,11694  ,9112  ,4712  ,4400  ,,,,,
,10,5996  ,3154  ,2842  ,4304  ,2262  ,2042  ,1692  ,892  ,800  ,,,,,
,11,6121  ,3101  ,3020  ,4463  ,2263  ,2200  ,1658  ,838  ,820  ,,,,,
,12,6048  ,3136  ,2912  ,4348  ,2282  ,2066  ,1700  ,854  ,846  ,,,,, 
,13,5874  ,3018  ,2856  ,4259  ,2230  ,2029  ,1615  ,788  ,827  ,,,,,
,8-13,37006  ,19110  ,17896  ,26653  ,13823  ,12830  ,10353  ,5287  ,5066  ,,,,,
,0-13,94227  ,48773  ,45454  ,68281  ,35435  ,32846  ,25946  ,13338  ,12608  ,,,,,
,14,5378  ,2748  ,2630  ,3819  ,1923  ,1896  ,1559  ,825  ,734  ,,,,,
,10-14,29417  ,15157  ,14260  ,21193  ,10960  ,10233  ,8224  ,4197  ,4027  ,,,,,
,0-14,99605  ,51521  ,48084  ,72100  ,37358  ,34742  ,27505  ,14163  ,13342  ,,,,,
,15,5114  ,2675  ,2439  ,3636  ,1880  ,1756  ,1478  ,795  ,683  ,,,,,
,14-15,10492  ,5423  ,5069  ,7455  ,3803  ,3652  ,3037  ,1620  ,1417  ,,,,,
,16,4894  ,2488  ,2406  ,3647  ,1867  ,1780  ,1247  ,621  ,626  ,,,,,
,17,5430  ,2890  ,2540  ,4094  ,2192  ,1902  ,1336  ,698  ,638  ,,,,,
,16-17,10324  ,5378  ,4946  ,7741  ,4059  ,3682  ,2583  ,1319  ,1264  ,,,,,
,0-17,115043  ,59574  ,55469  ,83477  ,43297  ,40180  ,31566  ,16277  ,15289  ,,,,,
,18,4792  ,2258  ,2534  ,3684  ,1695  ,1989  ,1108  ,563  ,545  ,,,,,
,19,4875  ,2574  ,2301  ,3696  ,1902  ,1794  ,1179  ,672  ,507  ,,,,,
,15-19,25105  ,12885  ,12220  ,18757  ,9536  ,9221  ,6348  ,3349  ,2999  ,,,,,
,20,5202  ,2603  ,2599  ,3808  ,1848  ,1960  ,1394  ,755  ,639  ,,,,,
,21,5550  ,2769  ,2781  ,4185  ,2058  ,2127  ,1365  ,711  ,654  ,,,,,
,22,5320  ,2622  ,2698  ,3939  ,1864  ,2075  ,1381  ,758  ,623  ,,,,,
,23,6323  ,3141  ,3182  ,4897  ,2358  ,2539  ,1426  ,783  ,643  ,,,,,
,24,7154  ,3526  ,3628  ,5339  ,2543  ,2796  ,1815  ,983  ,832  ,,,,,
,20-24,29549  ,14661  ,14888  ,22168  ,10671  ,11497  ,7381  ,3990  ,3391  ,,,,,
,25,8595  ,4462  ,4133  ,6423  ,3223  ,3200  ,2172  ,1239  ,933  ,,,,,
,26,9270  ,4713  ,4557  ,6818  ,3346  ,3472  ,2452  ,1367  ,1085  ,,,,,
,27,9838  ,5160  ,4678  ,7247  ,3696  ,3551  ,2591  ,1464  ,1127  ,,,,,
,28,10653  ,5516  ,5137  ,7907  ,4005  ,3902  ,2746  ,1511  ,1235  ,,,,,
,29,10122  ,5270  ,4852  ,7452  ,3783  ,3669  ,2670  ,1487  ,1183  ,,,,,
,25-29,48478  ,25121  ,23357  ,35847  ,18053  ,17794  ,12631  ,7068  ,5563  ,,,,,
,20-29,78027  ,39782  ,38245  ,58015  ,28724  ,29291  ,20012  ,11058  ,8954  ,,,,,
,16-29,98018  ,49992  ,48026  ,73136  ,36380  ,36756  ,24882  ,13612  ,11270  ,,,,,
,30,9645  ,4982  ,4663  ,7161  ,3605  ,3556  ,2484  ,1377  ,1107  ,,,,,
,31,9591  ,4990  ,4601  ,7163  ,3690  ,3473  ,2428  ,1300  ,1128  ,,,,,
,32,9857  ,5002  ,4855  ,7366  ,3663  ,3703  ,2491  ,1339  ,1152  ,,,,,
,33,9771  ,5001  ,4770  ,7367  ,3695  ,3672  ,2404  ,1306  ,1098  ,,,,,
,34,8791  ,4415  ,4376  ,6635  ,3332  ,3303  ,2156  ,1083  ,1073  ,,,,,
,30-34,47655  ,24390  ,23265  ,35692  ,17985  ,17707  ,11963  ,6405  ,5558  ,,,,,
,15-34,150787  ,77057  ,73730  ,112464  ,56245  ,56219  ,38323  ,20812  ,17511  ,,,,,
,35,9322  ,4669  ,4653  ,6998  ,3489  ,3509  ,2324  ,1180  ,1144  ,,,,,
,36,8754  ,4396  ,4358  ,6669  ,3314  ,3355  ,2085  ,1082  ,1003  ,,,,,
,37,8752  ,4245  ,4507  ,6450  ,3089  ,3361  ,2302  ,1156  ,1146  ,,,,,
,38,8440  ,4138  ,4302  ,6333  ,3008  ,3325  ,2107  ,1130  ,977  ,,,,,
,39,8718  ,4308  ,4410  ,6531  ,3202  ,3329  ,2187  ,1106  ,1081  ,,,,,
,35-39,43986  ,21756  ,22230  ,32981  ,16102  ,16879  ,11005  ,5654  ,5351  ,,,,,
,20-39,169668  ,85928  ,83740  ,126688  ,62811  ,63877  ,42980  ,23117  ,19863  ,,,,,
,40,8659  ,4201  ,4458  ,6462  ,3131  ,3331  ,2197  ,1070  ,1127  ,,,,,
,41,8303  ,4050  ,4253  ,6220  ,2950  ,3270  ,2083  ,1100  ,983  ,,,,,
,42,7929  ,3821  ,4108  ,5903  ,2798  ,3105  ,2026  ,1023  ,1003  ,,,,,
,43,8019  ,3911  ,4108  ,5907  ,2810  ,3097  ,2112  ,1101  ,1011  ,,,,,
,44,7836  ,3779  ,4057  ,5821  ,2756  ,3065  ,2015  ,1023  ,992  ,,,,,
,40-44,40746  ,19762  ,20984  ,30313  ,14445  ,15868  ,10433  ,5317  ,5116  ,,,,,
,45,7889  ,3693  ,4196  ,5825  ,2706  ,3119  ,2064  ,987  ,1077  ,,,,,
,46,7130  ,3292  ,3838  ,5073  ,2291  ,2782  ,2057  ,1001  ,1056  ,,,,,
,47,7141  ,3315  ,3826  ,5056  ,2316  ,2740  ,2085  ,999  ,1086  ,,,,,
,48,7399  ,3368  ,4031  ,5232  ,2327  ,2905  ,2167  ,1041  ,1126  ,,,,,
,49,7707  ,3491  ,4216  ,5382  ,2414  ,2968  ,2325  ,1077  ,1248  ,,,,,
,45-49,37266  ,17159  ,20107  ,26568  ,12054  ,14514  ,10698  ,5105  ,5593  ,,,,,
,15-49,272785  ,135734  ,137051  ,202326  ,98846  ,103480  ,70459  ,36888  ,33571  ,,,,,
,50,8159  ,3593  ,4566  ,5614  ,2380  ,3234  ,2545  ,1213  ,1332  ,,,,,
,51,8298  ,3786  ,4512  ,5666  ,2494  ,3172  ,2632  ,1292  ,1340  ,,,,,
,52,8643  ,3850  ,4793  ,5885  ,2533  ,3352  ,2758  ,1317  ,1441  ,,,,,
,53,9514  ,4131  ,5383  ,6383  ,2670  ,3713  ,3131  ,1461  ,1670  ,,,,,
,54,10107  ,4486  ,5621  ,6826  ,2858  ,3968  ,3281  ,1628  ,1653  ,,,,,
,50-54,44721  ,19846  ,24875  ,30374  ,12935  ,17439  ,14347  ,6911  ,7436  ,,,,,
,55,10335  ,4580  ,5755  ,6972  ,2942  ,4030  ,3363  ,1638  ,1725  ,,,,,
,56,10161  ,4433  ,5728  ,6834  ,2799  ,4035  ,3327  ,1634  ,1693  ,,,,,
,57,10535  ,4553  ,5982  ,7112  ,2863  ,4249  ,3423  ,1690  ,1733  ,,,,,
,58,10317  ,4316  ,6001  ,6988  ,2733  ,4255  ,3329  ,1583  ,1746  ,,,,,
,59,10056  ,4148  ,5908  ,6901  ,2738  ,4163  ,3155  ,1410  ,1745  ,,,,,
,55-59,51404  ,22030  ,29374  ,34807  ,14075  ,20732  ,16597  ,7955  ,8642  ,,,,,
,60,9855  ,4040  ,5815  ,6764  ,2626  ,4138  ,3091  ,1414  ,1677  ,,,,,
,61,9756  ,3837  ,5919  ,6722  ,2596  ,4126  ,3034  ,1241  ,1793  ,,,,,
,62,8904  ,3508  ,5396  ,6227  ,2319  ,3908  ,2677  ,1189  ,1488  ,,,,,
,63,8629  ,3399  ,5230  ,5892  ,2204  ,3688  ,2737  ,1195  ,1542  ,,,,,
,64,8447  ,3229  ,5218  ,5783  ,2098  ,3685  ,2664  ,1131  ,1533  ,,,,,
,60-64,45591  ,18013  ,27578  ,31388  ,11843  ,19545  ,14203  ,6170  ,8033  ,,,,,
,65,8311  ,3173  ,5138  ,5655  ,2044  ,3611  ,2656  ,1129  ,1527  ,,,,,
,66,8613  ,3210  ,5403  ,5861  ,2058  ,3803  ,2752  ,1152  ,1600  ,,,,,
,67,6582  ,2364  ,4218  ,4570  ,1530  ,3040  ,2012  ,834  ,1178  ,,,,,
,68,6335  ,2317  ,4018  ,4396  ,1518  ,2878  ,1939  ,799  ,1140  ,,,,,
,69,5473  ,1878  ,3595  ,3749  ,1172  ,2577  ,1724  ,706  ,1018  ,,,,,
,65-69,35314  ,12942  ,22372  ,24231  ,8322  ,15909  ,11083  ,4620  ,6463  ,,,,,
,70,3421  ,1255  ,2166  ,2302  ,828  ,1474  ,1119  ,427  ,692  ,,,,,
,71,2612  ,862  ,1750  ,1738  ,529  ,1209  ,874  ,333  ,541  ,,,,,
,72,2000  ,673  ,1327  ,1340  ,415  ,925  ,660  ,258  ,402  ,,,,,
