,1.1.1.ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПОЛУ И ВОЗРАСТУ  на 1 января 2016 г. ,,,,,,,,,,
,,,,,(человек),,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Возраст (лет),Год,Все население,,,Городское население,,,Сельское население,,
,,рожде-,мужчины ,мужчины,женщины,мужчины ,мужчины,женщины,мужчины ,мужчины,женщины
,,ния,и женщины,,,и женщины,,,и женщины,,
,,,,,,,,,,,
,0,2015,1931054 ,992631 ,938423 ,1446321 ,743403 ,702918 ,484733 ,249228 ,235505 
,1,2014,1930684 ,992745 ,937939 ,1382614 ,711185 ,671429 ,548070 ,281560 ,266510 
,2,2013,1912981 ,982094 ,930887 ,1367871 ,702321 ,665550 ,545110 ,279773 ,265337 
,3,2012,1920333 ,987077 ,933256 ,1370492 ,705305 ,665187 ,549841 ,281772 ,268069 
,4,2011,1816734 ,933446 ,883288 ,1287241 ,661130 ,626111 ,529493 ,272316 ,257177 
,0-4,-,9511786 ,4887993 ,4623793 ,6854539 ,3523344 ,3331195 ,2657247 ,1364649 ,1292598 
,5,2010,1693235 ,868774 ,824461 ,1208919 ,620677 ,588242 ,484316 ,248097 ,236219 
,6,2009,1714255 ,879180 ,835075 ,1220584 ,626405 ,594179 ,493671 ,252775 ,240896 
,7,2008,1706443 ,873149 ,833294 ,1203989 ,616297 ,587692 ,502454 ,256852 ,245602 
,8,2007,1615070 ,828099 ,786971 ,1134510 ,581736 ,552774 ,480560 ,246363 ,234197 
,9,2006,1489208 ,762466 ,726742 ,1056717 ,540927 ,515790 ,432491 ,221539 ,210952 
,5-9,-,8218211 ,4211668 ,4006543 ,5824719 ,2986042 ,2838677 ,2393492 ,1225626 ,1167866 
,10,2005,1492848 ,762270 ,730578 ,1064126 ,543210 ,520916 ,428722 ,219060 ,209662 
,11,2004,1499960 ,767742 ,732218 ,1059925 ,542683 ,517242 ,440035 ,225059 ,214976 
,12,2003,1483771 ,760081 ,723690 ,1046289 ,536106 ,510183 ,437482 ,223975 ,213507 
,13,2002,1432927 ,733965 ,698962 ,1006623 ,515441 ,491182 ,426304 ,218524 ,207780 
,14,2001,1344269 ,688651 ,655618 ,938235 ,480070 ,458165 ,406034 ,208581 ,197453 
,10-14,-,7253775 ,3712709 ,3541066 ,5115198 ,2617510 ,2497688 ,2138577 ,1095199 ,1043378 
,15,2000,1375789 ,706112 ,669677 ,963353 ,494010 ,469343 ,412436 ,212102 ,200334 
,16,1999,1299133 ,665995 ,633138 ,919031 ,470874 ,448157 ,380102 ,195121 ,184981 
,17,1998,1355774 ,694249 ,661525 ,971158 ,495694 ,475464 ,384616 ,198555 ,186061 
,18,1997,1309521 ,664992 ,644529 ,962773 ,484998 ,477775 ,346748 ,179994 ,166754 
,19,1996,1390669 ,711678 ,678991 ,1018652 ,515431 ,503221 ,372017 ,196247 ,175770 
,15-19,-,6730886 ,3443026 ,3287860 ,4834967 ,2461007 ,2373960 ,1895919 ,982019 ,913900 
,20,1995,1476700 ,754492 ,722208 ,1081695 ,546131 ,535564 ,395005 ,208361 ,186644 
,21,1994,1547421 ,793474 ,753947 ,1153159 ,586151 ,567008 ,394262 ,207323 ,186939 
,22,1993,1575589 ,803576 ,772013 ,1185109 ,594993 ,590116 ,390480 ,208583 ,181897 
,23,1992,1820690 ,924405 ,896285 ,1425972 ,706536 ,719436 ,394718 ,217869 ,176849 
,24,1991,2024586 ,1031695 ,992891 ,1596466 ,801009 ,795457 ,428120 ,230686 ,197434 
,20-24,-,8444986 ,4307642 ,4137344 ,6442401 ,3234820 ,3207581 ,2002585 ,1072822 ,929763 
,25,1990,2340873 ,1194600 ,1146273 ,1829574 ,915569 ,914005 ,511299 ,279031 ,232268 
,26,1989,2384003 ,1209236 ,1174767 ,1850231 ,920404 ,929827 ,533772 ,288832 ,244940 
,27,1988,2491209 ,1259690 ,1231519 ,1921517 ,951627 ,969890 ,569692 ,308063 ,261629 
,28,1987,2607631 ,1320548 ,1287083 ,2006598 ,996333 ,1010265 ,601033 ,324215 ,276818 
,29,1986,2587947 ,1304332 ,1283615 ,1996176 ,988281 ,1007895 ,591771 ,316051 ,275720 
,25-29,-,12411663 ,6288406 ,6123257 ,9604096 ,4772214 ,4831882 ,2807567 ,1516192 ,1291375 
,30,1985,2551235 ,1275265 ,1275970 ,1984172 ,975254 ,1008918 ,567063 ,300011 ,267052 
,31,1984,2486377 ,1245871 ,1240506 ,1931039 ,953915 ,977124 ,555338 ,291956 ,263382 
,32,1983,2535007 ,1268590 ,1266417 ,1972897 ,974095 ,998802 ,562110 ,294495 ,267615 
,33,1982,2380106 ,1186012 ,1194094 ,1848408 ,908526 ,939882 ,531698 ,277486 ,254212 
,34,1981,2266562 ,1127053 ,1139509 ,1757765 ,863234 ,894531 ,508797 ,263819 ,244978 
,30-34,-,12219287 ,6102791 ,6116496 ,9494281 ,4675024 ,4819257 ,2725006 ,1427767 ,1297239 
,35,1980,2408602 ,1194601 ,1214001 ,1879985 ,922844 ,957141 ,528617 ,271757 ,256860 
,36,1979,2215928 ,1094059 ,1121869 ,1711045 ,835553 ,875492 ,504883 ,258506 ,246377 
,37,1978,2199137 ,1076967 ,1122170 ,1692968 ,820223 ,872745 ,506169 ,256744 ,249425 
,38,1977,2128567 ,1036352 ,1092215 ,1630834 ,785328 ,845506 ,497733 ,251024 ,246709 
,39,1976,2145699 ,1042942 ,1102757 ,1641504 ,789374 ,852130 ,504195 ,253568 ,250627 
,35-39,-,11097933 ,5444921 ,5653012 ,8556336 ,4153322 ,4403014 ,2541597 ,1291599 ,1249998 
,40,1975,2161542 ,1044355 ,1117187 ,1654063 ,790823 ,863240 ,507479 ,253532 ,253947 
,41,1974,2075950 ,1004259 ,1071691 ,1577201 ,755787 ,821414 ,498749 ,248472 ,250277 
,42,1973,2014803 ,973534 ,1041269 ,1531306 ,733005 ,798301 ,483497 ,240529 ,242968 
,43,1972,2020722 ,974509 ,1046213 ,1528599 ,729644 ,798955 ,492123 ,244865 ,247258 
,44,1971,1946595 ,940699 ,1005896 ,1462901 ,700231 ,762670 ,483694 ,240468 ,243226 
,40-44,-,10219612 ,4937356 ,5282256 ,7754070 ,3709490 ,4044580 ,2465542 ,1227866 ,1237676 
,45,1970,2020458 ,978520 ,1041938 ,1525546 ,731945 ,793601 ,494912 ,246575 ,248337 
,46,1969,1814525 ,869684 ,944841 ,1342117 ,635096 ,707021 ,472408 ,234588 ,237820 
,47,1968,1788711 ,854200 ,934511 ,1307362 ,615177 ,692185 ,481349 ,239023 ,242326 
,48,1967,1756621 ,833238 ,923383 ,1275145 ,594661 ,680484 ,481476 ,238577 ,242899 
,49,1966,1812792 ,853174 ,959618 ,1306813 ,603581 ,703232 ,505979 ,249593 ,256386 
,45-49,-,9193107 ,4388816 ,4804291 ,6756983 ,3180460 ,3576523 ,2436124 ,1208356 ,1227768 
,50,1965,1911348 ,895605 ,1015743 ,1386781 ,637017 ,749764 ,524567 ,258588 ,265979 
,51,1964,1946753 ,904023 ,1042730 ,1405903 ,639026 ,766877 ,540850 ,264997 ,275853 
,52,1963,2083662 ,964116 ,1119546 ,1499027 ,677809 ,821218 ,584635 ,286307 ,298328 
,53,1962,2158124 ,988191 ,1169933 ,1553926 ,693412 ,860514 ,604198 ,294779 ,309419 
,54,1961,2256604 ,1028665 ,1227939 ,1622746 ,719305 ,903441 ,633858 ,309360 ,324498 
,50-54,-,10356491 ,4780600 ,5575891 ,7468383 ,3366569 ,4101814 ,2888108 ,1414031 ,1474077 
,55,1960,2418506 ,1098659 ,1319847 ,1748822 ,772464 ,976358 ,669684 ,326195 ,343489 
,56,1959,2241111 ,998424 ,1242687 ,1607317 ,693058 ,914259 ,633794 ,305366 ,328428 
,57,1958,2220356 ,977947 ,1242409 ,1600185 ,682352 ,917833 ,620171 ,295595 ,324576 
,58,1957,2149877 ,939348 ,1210529 ,1549795 ,654788 ,895007 ,600082 ,284560 ,315522 
,59,1956,2062853 ,886254 ,1176599 ,1495287 ,621722 ,873565 ,567566 ,264532 ,303034 
,55-59,-,11092703 ,4900632 ,6192071 ,8001406 ,3424384 ,4577022 ,3091297 ,1476248 ,1615049 
,60,1955,2059059 ,870169 ,1188890 ,1503676 ,615490 ,888186 ,555383 ,254679 ,300704 
,61,1954,2026848 ,842580 ,1184268 ,1482576 ,596963 ,885613 ,544272 ,245617 ,298655 
,62,1953,1815254 ,746346 ,1068908 ,1336440 ,532568 ,803872 ,478814 ,213778 ,265036 
,63,1952,1815564 ,736037 ,1079527 ,1339498 ,526475 ,813023 ,476066 ,209562 ,266504 
,64,1951,1727880 ,692312 ,1035568 ,1280989 ,497900 ,783089 ,446891 ,194412 ,252479 
,60-64,-,9444605 ,3887444 ,5557161 ,6943179 ,2769396 ,4173783 ,2501426 ,1118048 ,1383378 
,65,1950,1701606 ,678461 ,1023145 ,1276223 ,495884 ,780339 ,425383 ,182577 ,242806 
,66,1949,1694886 ,659224 ,1035662 ,1267165 ,478253 ,788912 ,427721 ,180971 ,246750 
,67,1948,1378535 ,529773 ,848762 ,1043415 ,390360 ,653055 ,335120 ,139413 ,195707 
,68,1947,1324257 ,502163 ,822094 ,1013644 ,376184 ,637460 ,310613 ,125979 ,184634 
,69,1946,1164010 ,430224 ,733786 ,893853 ,324293 ,569560 ,270157 ,105931 ,164226 
,65-69,-,7263294 ,2799845 ,4463449 ,5494300 ,2064974 ,3429326 ,1768994 ,734871 ,1034123 
,70,1945,703525 ,257060 ,446465 ,553325 ,199851 ,353474 ,150200 ,57209 ,92991 
,71,1944,519391 ,184929 ,334462 ,400240 ,140926 ,259314 ,119151 ,44003 ,75148 
,72,1943,468457 ,163121 ,305336 ,348332 ,120777 ,227555 ,120125 ,42344 ,77781 
,73,1942,679870 ,223633 ,456237 ,493430 ,160453 ,332977 ,186440 ,63180 ,123260 
,74,1941,1028472 ,327849 ,700623 ,748630 ,235822 ,512808 ,279842 ,92027 ,187815 
,70-74,-,3399715 ,1156592 ,2243123 ,2543957 ,857829 ,1686128 ,855758 ,298763 ,556995 
,75,1940,1082169 ,340961 ,741208 ,783635 ,245539 ,538096 ,298534 ,95422 ,203112 
,76,1939,1134714 ,342585 ,792129 ,818450 ,243425 ,575025 ,316264 ,99160 ,217104 
,77,1938,1089596 ,319096 ,770500 ,787757 ,227147 ,560610 ,301839 ,91949 ,209890 
,78,1937,1050943 ,309657 ,741286 ,773871 ,224451 ,549420 ,277072 ,85206 ,191866 
,79,1936,799427 ,229212 ,570215 ,567547 ,160131 ,407416 ,231880 ,69081 ,162799 
,75-79,-,5156849 ,1541511 ,3615338 ,3731260 ,1100693 ,2630567 ,1425589 ,440818 ,984771 
,80,1935,659332 ,185309 ,474023 ,467987 ,129293 ,338694,191345,56016,135329
,81,1934,479978 ,129876 ,350102 ,340980 ,90639 ,250341,138998,39237,99761
,82,1933,420011 ,109443 ,310568 ,296443 ,75680 ,220763,123568,33763,89805
,83,1932,470551 ,118909 ,351642 ,330009 ,81650 ,248359,140542,37259,103283
,84,1931,417994 ,104168 ,313826 ,295934 ,72479 ,223455,122060,31689,90371
,80-84,-,2447866 ,647705 ,1800161 ,1731353 ,449741 ,1281612 ,716513 ,197964 ,518549 
,85,1930,443540 ,109720 ,333820 ,311071 ,76481 ,234590,132469,33239,99230
,86,1929,352355 ,80559 ,271796 ,250115 ,56777 ,193338,102240,23782,78458
,87,1928,323031 ,71094 ,251937 ,229378 ,50576 ,178802,93653,20518,73135
,88,1927,253755 ,55959 ,197796 ,184575 ,41944 ,142631,69180,14015,55165
,89,1926,203819 ,42786 ,161033 ,149613 ,32740 ,116873,54206,10046,44160
,85-89,-,1576500 ,360118 ,1216382 ,1124752 ,258518 ,866234 ,451748 ,101600 ,350148 
,90,1925,152938 ,29618 ,123320 ,113601 ,22842 ,90759,39337,6776,32561
,91,1924,113670 ,20736 ,92934 ,84164 ,15664 ,68500,29506,5072,24434
,92,1923,79003 ,14009 ,64994 ,59929 ,10955 ,48974,19074,3054,16020
,93,1922,49254 ,9069 ,40185 ,37565 ,7284 ,30281,11689,1785,9904
,94,1921,34191 ,6739 ,27452 ,26464 ,5421 ,21043 ,7727,1318,6409
,90-94,-,429056 ,80171 ,348885 ,321723 ,62166 ,259557 ,107333 ,18005 ,89328 
,95,1920,24923 ,5356 ,19567 ,18999 ,4371 ,14628 ,5924 ,985 ,4939 
,96,1919,13681 ,2877 ,10804 ,10661 ,2377 ,8284 ,3020 ,500 ,2520 
,97,1918,11846 ,2417 ,9429 ,9089 ,1978 ,7111 ,2757 ,439 ,2318 
,98,1917,6517 ,1356 ,5161 ,4982 ,1120 ,3862 ,1535 ,236 ,1299 
,99,1916,4637 ,1017 ,3620 ,3658 ,872 ,2786 ,979 ,145 ,834 
,95-99,-,61604 ,13023 ,48581 ,47389 ,10718 ,36671 ,14215 ,2305 ,11910 
,100 лет и более,1915,14781 ,3578 ,11203 ,12141 ,3139 ,9002 ,2640 ,439 ,2201 
,,,,,,,,,,,
,Все население,,146544710 ,67896547 ,78648163 ,108657433 ,49681360 ,58976073 ,37887277 ,18215187 ,19672090 
